,X,Article_title,Name_first,Name_last,Num_authors,H_index_first,H_index_last,Num_publications_first,Num_publications_last,Num_preprints_first,Num_preprints_last,ECR_status_first,TypeOf_ECR_First,ECR_status_last,TypeOf_ECR_Last,Institution_size_first,TypeOf_Institution,Country,Continent,ImpactFactor,Journal,gender_first,gender_last,ECR_status_first_simplified,ECR_status_last_simplified
214,14,The evolution of crocodilian nesting ecology and behaviour,Christopher M. Murray,J. Sean Doody,3,9,27,51,120,0,0,ECR,Professor,Professor,NA,Large,Public,USA,North America,2.34,Ecology and Evolution,male,NA,ECR,Non_ECR
215,15,Generalized host-plant feeding can hide sterol-specialized foraging behaviours in bee-plant interactions,Maryse Vanderplanck,Denis Michez,4,16,34,78,178,0,0,ECR,Post doc,Professor,NA,Small,Public,Belgium,Europe,2.34,Ecology and Evolution,female,male,ECR,Non_ECR
216,16,"The role of indirect genetic effects in the evolution of interacting reproductive behaviours in the burying beetle, Nicrophorus vespilloides",Mauricio J. Carter,Nick J. Royle,4,12,33,23,87,1,0,ECR,Post doc,Senior Lecturer,NA,Large,Public,England,Europe,2.34,Ecology and Evolution,male,male,ECR,Non_ECR
217,17,The independent and combined effect of floral traits distinguishing two pollination ecotypes of a moth-pollinated orchid,Judith Trunschke,Jon Agren,3,5,51,13,130,0,0,ECR,Post doc,Professor,NA,Small,Public,China,Asia,2.34,Ecology and Evolution,female,male,ECR,Non_ECR
218,18,Phenotypic plasticity closely linked to climate at origin and resulting in increased mortlity under warming and frost stress in a common grass,Juergen Kreyling,Fernando Valladares,4,41,80,173,491,0,2,Professor,NA,Professor,NA,Medium,Public,Germany,Europe,2.34,Ecology and Evolution,male,male,Non_ECR,Non_ECR
219,19,"Limited effects of early snowmelt on plants, decomposers, and soil nutrients in Arctic tundra soils",Anthony Darrouzet-Nardi,Micheal N. Weintraub,8,12,32,21,114,0,1,Professor,NA,Professor,NA,Large,Public,USA,North America,2.34,Ecology and Evolution,male,male,Non_ECR,Non_ECR
220,20,A journey on plate tectonics sheds light on European crayfish phylogeography,Anthony Darrouzet-Nardi,Heather Bracken-Grissom,11,13,19,65,72,0,2,Professor,NA,Professor,NA,Medium,Public,Romania,Europe,2.34,Ecology and Evolution,male,female,Non_ECR,Non_ECR
221,21,Urban colonization through multiple genetic lenses: The city-fox phenomenon revisited,Alexandra DeCandia,Bridgett vonHoldt,8,5,29,13,70,2,4,ECR,PhD,Professor,NA,Large,Public,USA,North America,2.34,Ecology and Evolution,female,female,ECR,Non_ECR
222,22,"Partitioning the effects of regional, spatial, and local variables on beta diversity of salt marsh arthropods in Chile",Cristina Cocca,Jose Miguel Farina,2,10,22,26,106,0,0,ECR,Post doc,Professor,NA,Large,Private,Chile,South America,2.34,Ecology and Evolution,female,male,ECR,Non_ECR
223,23,A putative antimicrobial peptide from Hymenoptera in the megaplasmid pSCL4 of Streptomyces clavuliger ATCC 27064 reveals a singular case of horizontal gene transfer with potential applications,Sebastian Ayala-Ruano,Vinicio Armijos-Jaramillo,5,1,5,2,17,0,3,ECR,Masters,Senior Lecturer,NA,Small,Private,Ecuador,South America,2.34,Ecology and Evolution,male,male,ECR,Non_ECR
224,24,Effects of photoperiod on life-history and thermal stress resistance traits across populations of Drosophila subobscura,Neda N. Moghadam,Simon Bahrndorff,5,8,16,15,62,1,0,ECR,Post doc,Professor,NA,Medium,Public,Finland,Europe,2.34,Ecology and Evolution,female,male,ECR,Non_ECR
225,25,Using functional traits to predict species growth trajectories and cross-validation to evaluate these models for ecological prediction,Freya M. Thomas,Peter A. Vesk,3,3,44,14,144,1,2,ECR,PhD,Professor,NA,Large,Public,Australia,Oceania,2.34,Ecology and Evolution,female,male,ECR,Non_ECR
226,26,Plant invasion alters trait composition and diversity across habitats,Darwin S. Sodhi,Marc W. Cadotte,4,4,53,5,233,0,2,ECR,PhD,Professor,NA,Large,Public,Canada,North America,2.34,Ecology and Evolution,male,male,ECR,Non_ECR
227,27,Sex ratio at mating does not modulate age fitness effects in Drosophila melanogaster,Zahida Sultanova,Pau Carazo,2,3,20,7,86,1,2,ECR,PhD,Researcher,NA,Large,Public,Spain,Europe,2.34,Ecology and Evolution,female,male,ECR,Non_ECR
228,28,The ecological significance of extremely large flocks of birds,Anders Pape Moller,Karsten Laursen,2,166,27,1553,430,0,0,Senior Researcher,NA,Senior Researcher,NA,Large,Public,France,Europe,2.34,Ecology and Evolution,male,male,Non_ECR,Non_ECR
229,29,Molecular analyses identify hybridization-mediated nuclear evolution in newly discovered fungal hybrids,Fabiano Sillo,Matteo Garbelotto,5,12,48,69,358,0,0,ECR ,Post doc,Senior Researcher,NA,Small,Public,Italy,Europe,2.34,Ecology and Evolution,male,male,Non_ECR,Non_ECR
230,30,Immune and environment-driven gene expression during invasion: An eco-immunological application of RNA-Seq,Daniel Selechnik,Lee Ann Rollins,5,6,20,10,68,0,2,ECR,PhD,Senior Scientist,NA,Large,Public,Australia,Oceania,2.34,Ecology and Evolution,male,male,ECR,Non_ECR
231,31,Macroevolution of arboreality in salamanders,Erica K. Baken,Dean C. Adams,2,3,56,4,56,0,0,ECR,PhD,Professor,NA,Large,Public,USA,North America,2.34,Ecology and Evolution,female,male,ECR,Non_ECR
232,32,No evidence for early fitness penalty in glyphosate-resistant biotypes of Conyza canadensis: Common gardem experiments in the absence of glyphosate,Zachery T. Beres,Allison A. Snow,3,3,52,8,161,0,0,ECR,PhD,Professor,NA,Large,Public,USA,North America,2.34,Ecology and Evolution,male,female,ECR,Non_ECR
233,33,Silhouette width using generalized mean - A flexible method for assessing clustering efficiency,Attila Kengyel,Zoltan Botta-Dukat,2,12,33,42,171,2,2,ECR,PhD,Senior Scientist,NA,Small,Public,Hungary,Europe,2.34,Ecology and Evolution,male,male,ECR,Non_ECR
234,34,Abdominal microbial communities in ants depend on colony membership rather than caste and are linked to colony productivity,Francisca H. I. D. Segers,Susanne Foitzik,3,13,35,24,127,1,1,ECR,PhD,Professor,NA,Small,Public,Germany,Europe,2.34,Ecology and Evolution,female,female,ECR,Non_ECR
235,35,"External disturbances impact helminth-host interactions by affecting dynamics of infection, parasite traits, and host immune responses",Isabella M. Cattadori,Matthew J. Ferrari,3,32,31,94,147,1,2,Professor,NA,Professor,NA,Large,Public,USA,North America,2.34,Ecology and Evolution,female,male,Non_ECR,Non_ECR
236,36,Estimating correlations among demographic parameters in population models,Thomas V. Riecke,James S. Sedinger,5,4,43,19,202,0,0,ECR,PhD,Senior Scientist,NA,Large,Public,USA,North America,2.34,Ecology and Evolution,male,male,ECR,Non_ECR
237,37,Improving conservation strategies of raptors through landscape ecology analysis: The case of the endemic Cuban Black Hawk,Yarelys Ferrer-Sanchez,Miguel Angel Martinez-Morales,3,7,16,51,39,0,0,ECR,PhD,Senior Researcher,NA,Small,Public,Ecuador ,South America,2.34,Ecology and Evolution,female,male,ECR,Non_ECR
238,38,Intercontinental trends in functional and phylogenetic structure of stream fish assemblages,Luke M. Bower,Kirk O. Winemiller,2,5,79,14,357,0,1,ECR,PhD,Professor,NA,Large,Public,USA,North America,2.34,Ecology and Evolution,male,male,ECR,Non_ECR
239,39,Accumulating evidence in ecology: once is not enough,James D Nichols,Gregory Scott Boomer,3,104,14,576,50,1,0,Senior Scientist,NA,Senior Scientist,NA,Small,Public,USA,North America,2.34,Ecology and Evolution,male,male,Non_ECR,Non_ECR
240,40,Conserved visual sensitivities across divergent lizard lineages that differ in an ultraviolet sexual signal,Caroline M. Dong,Devi Stuart-Fox,4,1,31,5,117,1,1,ECR,PhD,Professor,NA,Large,Public,Australia,Oceania,2.34,Ecology and Evolution,female,female,ECR,Non_ECR
241,41,Comparative phylogeography of mainland and insular species of Neotropical molossid bats (Molossus ),Livia O. Loureiro,Burton K. Lim,3,6,33,18,147,0,0,ECR,PhD,Assistant Curator of Mammalogy,NA,Large,Public, Canada,North America,2.34,Ecology and Evolution,female,male,ECR,Non_ECR
242,42,Multiple habitat use by declining migratory birds necessitates joined?up conservation ,Micha V. Jackson,Richard A. Fuller,12,9,66,35,241,1,1,ECR,PhD,Professor,NA,Large,Public,Australia,Oceania,2.34,Ecology and Evolution,female,male,ECR,Non_ECR
243,43,"Utilizing field collected insects for next generation sequencing: Effects of sampling, storage and DNA extraction methods",Kimberly M. Ballare,Shalene Jha,6,3,23,15,86,3,1,ECR,Post doc,Professor,NA,Large,Public,USA,North America,2.34,Ecology and Evolution,female,female,ECR,Non_ECR
244,44,Heat tolerance and acclimation capacity in subterranean arthropods living under common and stable thermal conditions,Susana Pallares,David Sanchez-Fernandez,6,9,29,22,151,1,1,ECR,Post doc,ECR,Post doc,Large,Public,England,Europe,2.34,Ecology and Evolution,female,male,ECR,ECR
245,45,Green-brown polymorphism in alpine grasshoppers affects body temperature,Gunter Kohler,Holger Schielzeth,2,27,28,322,82,0,6,Senior Scientist,NA,Professor,NA,Medium,Public,Germany,Europe,2.34,Ecology and Evolution,male,male,Non_ECR,Non_ECR
246,46,"Islands in the desert for cavity-nesting bees and wasps: Ecology, patterns of diversity, and conservation at oases of Baja California Paninsula",Armando Falcon-Brindis,Ricardo Rodriguez-Estrella,3,1,23,13,153,0,0,Professor,NA,Senior Researcher,NA,Small,Public,Mexico,North America,2.34,Ecology and Evolution,male,male,Non_ECR,Non_ECR
247,47,Diet?based assortative mating through sexual imprinting,Emily K. Delaney,Hopi E. Hoekstra,2,7,50,11,144,2,15,ECR,Post doc,Professor,NA,NA,NA,NA,NA,2.34,Ecology and Evolution,female,female,ECR,Non_ECR
248,48,Changes in behavior are unable to disrupt a trophic cascade involving a specialist herbivore and its food plant,Madeleine G. Lohman,James S. Sedinger,7,1,43,3,202,0,0,ECR,Undergraduate,Emeritus Professor,NA,Large,Public,USA,North America,2.34,Ecology and Evolution,female,male,ECR,Non_ECR
249,49,Strong patterns of intraspecific variation and local adaptation in Great Basin plants revealed through a review of 75 years of experiments,Owen W. Baughman,Elizabeth A. Leger,12,7,21,16,86,2,2,Researcher,NA,Professor,NA,Large,Public,USA,North America,2.34,Ecology and Evolution,male,female,Non_ECR,Non_ECR
250,50,Decline in abundance and apparent survival rates of fin whales (Balaenoptera physalus ) in the northern Gulf of St. Lawrence,Anna Schleimer,Philip S. Hammond,8,3,64,7,299,0,0,ECR,PhD,Professor,NA,Small,Public,Scotland,Europe,2.34,Ecology and Evolution,female,male,ECR,Non_ECR
251,51,"Experimental harvest regulations reveal that water availability during spring, not harvest, affects change in a waterfowl population",Benjamin S. Sedinger,Kelley M. Stewart,6,3,22,6,62,0,0,ECR,Post doc,Professor,NA,Large,Public,USA,North America,2.34,Ecology and Evolution,male,female,ECR,Non_ECR
252,52,"Prairie plant phenology driven more by temperature than moisture in climate manipulations across a latitudinal gradient in the Pacific Northwest, USA",Paul B. Reed,Scott D. Bridgham,9,1,51,4,180,0,2,ECR,PhD,Professor,NA,Large,Public,USA,North America,2.34,Ecology and Evolution,male,male,ECR,Non_ECR
253,53,A framework for conceptualizing dimensions of social organization in mammals,Lea Prox,Damien Farine,2,1,35,4,147,1,14,ECR,Masters,Principal Investigator,NA,Medium,Public,Germany,Europe,2.34,Ecology and Evolution,female,male,ECR,Non_ECR
254,54,"Spatial variation in anuran richness, diversity, and abundance across montane wetland habitat in Volcanoes National Park, Rwanda",Yntze van der Hoek,Mia A. Derhé,5,6,30,6,14,1,0,Biodiversity Researcher,NA,Biodiversity research manager,NA,NA,NA,NA,NA,2.34,Ecology and Evolution,NA,female,Non_ECR,Non_ECR
255,55,Are Drosophila preferences for yeasts stable or contextual?,Catrin S. Gunther,Matthew R. Goddard,4,10,28,18,64,0,0,ECR,Post doc,Professor,NA,Medium,Public,England,Europe,2.34,Ecology and Evolution,female,male,ECR,Non_ECR
256,56,Identifying hybrids & the genomics of hybridization: Mallards & American black ducks of Eastern North America ,Philip Lavretsky,Kevin G. McCracken,3,10,30,42,109,0,1,ECR,Professor,Professor,NA,Large,Public,USA,North America,2.34,Ecology and Evolution,male,male,ECR,Non_ECR
257,57,Conversion of rainforest to oil palm and rubber plantations alters energy channels in soil food webs,Winda Ika Susanti,Anton Potapov,5,2,9,7,30,0,2,ECR,PhD,ECR,Post doc,Large,Public,Germany,Europe,2.34,Ecology and Evolution,female,male,ECR,ECR
258,58,A functional trait approach to identifying life history patterns in stochastic environments,Isabel M. Smallegange,Matty P. Berg,2,17,45,60,323,1,0,ECR,Professor,Professor,NA,Large,Public,Netherlands,Europe,2.34,Ecology and Evolution,female,female,ECR,Non_ECR
259,59,Animal movement tools (amt): R package for managing tracking data and conducting habitat selection analyses,Johannes Signer,Tal Avgar,3,9,22,35,57,1,0,ECR,PhD,ECR,Professor,Large,Public,Germany,Europe,2.34,Ecology and Evolution,male,male,ECR,ECR
260,60,Population genomics of rapidly invading lionfish in the Caribbean reveals signals of range expansion in the absence of spatial population structure ,Eleanor K. Bors,Timothy M. Shank,4,6,47,17,245,1,3,ECR,Post doc,Associate Scientist ,NA,Large,Public,USA,North America,2.34,Ecology and Evolution,female,male,ECR,Non_ECR
261,61,"Remote estimation of overwintering home ranges in an elusive, migratory nocturnal bird",Christopher M. Tonra,Stephen N. Matthews,3,11,22,40,54,0,0,Professor,NA,Professor,NA,Large,Public,USA,North America,2.34,Ecology and Evolution,male,male,Non_ECR,Non_ECR
262,62,Is dietary or microhabitat specialization associated with environmental heterogeneity in horned lizards (Phrynosoma )?,Jeanine M. Refsnider,Henry M. Streby,5,17,18,43,68,0,1,ECR,Professor,Professor,NA,Medium,Public,USA,North America,2.34,Ecology and Evolution,female,male,ECR,Non_ECR
263,63,A revision of the bioregionalisation of freshwater fish communities in the Australian Monsoonal Tropics,James J. Shelley,Stephen E. Swearer,6,4,33,10,159,0,0,ECR ,PhD,Professor,NA,Large,Public,Australia,Oceania,2.34,Ecology and Evolution,male,male,Non_ECR,Non_ECR
264,64,Regional patterns of genetic structure and environmental differentiation in willow populations (Salix humboldtiana Willd.) from Central Mexico,Mariana S. Hernández-Leal,Antonio González-Rodríguez,4,0,23,1,100,0,2,ECR ,PhD,Researcher,NA,Large,Public,Mexico,North America,2.34,Ecology and Evolution,female,male,Non_ECR,Non_ECR
265,65,Space use and social association in a gregarious ungulate: Testing the conspecific attraction and resource dispersion hypotheses,Mélissa Peignier,Eric Vander Wal,6,1,19,2,53,0,3,ECR,Masters,Professor,NA,Medium,Public,Canada,North America,2.34,Ecology and Evolution,NA,male,ECR,Non_ECR
266,66,Does body size predict the buzz-pollination frequencies used by bees?,Paul A. De Luca,Mario Vallejo-Marin,5,9,25,22,68,0,5,Professor,NA,Professor,NA,Small,Public,The Bahamas,North America,2.34,Ecology and Evolution,male,male,Non_ECR,Non_ECR
267,67,Even obligate symbioses show signs of ecological contingency: Impacts of symbiosis for an invasive stinkbug are mediated by host plant context,Jannelle Couret,Nicole M. Gerardo,5,7,30,18,70,0,4,ECR,Professor,Professor,NA,Medium,Public,USA,North America,2.34,Ecology and Evolution,female,female,ECR,Non_ECR
268,68,Evolutionary relationship of fat body endoreduplication and queen fecundity in termites,Tomonari Nozaki,Kenji Matsuura,2,4,26,10,132,0,0,ECR,Post doc,Professor,NA,Large,Public,Japan,Asia,2.34,Ecology and Evolution,NA,male,ECR,Non_ECR
269,69,Dissimilarity of individual microsatellite profiles under different mutation models: Empirical approach,Evsey Kosman,Jukka Jokela,2,20,45,60,162,0,0,Professor,NA,Professor,NA,Large,Public,Israel,Asia,2.34,Ecology and Evolution,NA,NA,Non_ECR,Non_ECR
270,70,Matriline effects on metamorphic traits in a natural system in the European common frog (Rana temporaria ),Carolin Dittrich,Heike Feldhaar,4,3,28,15,109,0,1,ECR,Researcher,Professor,NA,NA,NA,NA,NA,2.34,Ecology and Evolution,female,female,ECR,Non_ECR
271,71,"Genetic variation in Breviolum antillogorgium, a coral reef symbiont, in response to temperature and nutrients ",Shannon L. J. Bayliss,Casey P. terHorst,4,3,15,8,37,0,1,ECR,PhD,Professor,NA,Large,Public,USA,North America,2.34,Ecology and Evolution,female,male,ECR,Non_ECR
272,72,Historical museum collections clarify the evolutionary history of cryptic species radiation in the world's largest amphibians,Samuel T. Turvey,Andrew A. Cunningham,8,33,75,163,393,1,2,Professor,NA,Head of Wildlife Epidemiology,NA,NA,NA,NA,NA,2.34,Ecology and Evolution,male,male,Non_ECR,Non_ECR
273,73,"Alternative responses to rare selection events are differentially vulnerable to changes in the frequency, scope, and intensity of environmental extremes",Thomas R. Haaland,Carlos A. Botero,2,4,21,9,39,3,1,ECR,Post doc,ECR,Professor,Large,Public,Norway,Europe,2.34,Ecology and Evolution,male,male,ECR,ECR
274,74,The role of age of first breeding in modeling raptor reintroductions,Virginia Morandini,Miguel Ferrer,4,9,49,38,276,0,0,ECR,Post doc,ECR,Professor,Large,Public,USA,North America,2.34,Ecology and Evolution,female,male,ECR,ECR
275,75,Pollinator size and its consequences: Robust estimates of body size in pollinating insects,Liam K. Kendall,Ignasi Bartomeus,19,3,38,5,81,2,15,ECR,PhD,Researcher,NA,Large,Public,Australia,Oceania,2.34,Ecology and Evolution,male,NA,ECR,Non_ECR
276,76,"DNA metabarcoding assays reveal a diverse prey assemblage for Mobula rays in the Bohol Sea, Philippines",Cindy Bessey,Oliver Berry,11,6,24,28,87,0,0,Researcher,NA,Senior Researcher,NA,NA,NA,NA,NA,2.34,Ecology and Evolution,female,male,Non_ECR,Non_ECR
277,77,Organic farming expansion drives natural enemy abundance but not diversity in vineyard?dominated landscapes,Lucile Muneret,Adrien Rusch,6,5,22,14,103,1,2,ECR,Post doc,Researcher,NA,Large,Public,France,Europe,2.34,Ecology and Evolution,female,male,ECR,Non_ECR
278,78,"Clonal diversity impacts coral cover in Acropora cervicornis thickets: Potential relationships between density, growth, and polymorphisms",Crawford Drury,Diego Lirman,5,8,40,15,117,2,1,ECR,PhD,Professor,NA,Medium,Public,USA,North America,2.34,Ecology and Evolution,male,male,ECR,Non_ECR
279,79,Infection sequence alters disease severity—Effects of the sequential exposure of two larval trematodes to Polypedates cruciger tadpoles,Nuwandi U. K. Pathirana,Rupika S. Rajakarun,3,2,18,6,114,0,0,ECR,PhD,Professor,NA,Medium,Public,Sri Lanka,Asia,2.34,Ecology and Evolution,NA,NA,ECR,Non_ECR
280,80,Microclimate predicts frost hardiness of alpine Arabidopsis thaliana populations better than elevation,Christian Lampei,Karl J. Schmid,4,8,30,12,74,3,10,ECR,Post doc,Professor,NA,Small,Public,Germany,Europe,2.34,Ecology and Evolution,male,male,ECR,Non_ECR
281,81,Post?Pleistocene differentiation in a Central Interior Highlands endemic salamander,Jacob J. Burkhart,Lori S. Eggert,6,4,25,9,91,0,1,ECR,Post doc,Professor,NA,Large,Public,USA,North America,2.34,Ecology and Evolution,male,female,ECR,Non_ECR
282,82,Using molecular diet analysis to inform invasive species management: A case study of introduced rats consuming endemic New Zealand frogs,Bastian Egeter,Bruce Robertson,8,5,27,18,120,1,0,ECR,Post doc,Professor,NA,Large,Public,Portugal,Europe,2.34,Ecology and Evolution,male,male,ECR,Non_ECR
283,83,Quantifying the links between land use and population growth rate in a declining farmland bird,Matthieu Paquet,Tomas Pärt,6,10,50,25,149,0,1,ECR,Post doc,Professor,NA,Small,Public,Sweden,Europe,2.34,Ecology and Evolution,male,male,ECR,Non_ECR
284,84,High species diversity and turnover in granite inselberg floras highlight the need for a conservation strategy protecting many outcrops,Colin J. Yates,Margaret Byrne,7,42,49,150,281,0,1,Researcher,NA,Director,NA,NA,NA,NA,NA,2.34,Ecology and Evolution,male,female,Non_ECR,Non_ECR
285,85,Habitat?dependent occupancy and movement in a migrant songbird highlights the importance of mangroves and forested lagoons in Panama and Colombia,Lesley Bulluck,Christopher Tonra,8,12,11,40,40,0,0,Professor,NA,Professor,NA,Large,Public,USA,North America,2.34,Ecology and Evolution,female,male,Non_ECR,Non_ECR
286,86,"The role of glacial?interglacial climate change in shaping the genetic structure of eastern subterranean termites in the southern Appalachian Mountains, USA",Chaz Hyseni,Ryan C. Garrick,2,16,19,35,51,1,2,ECR,PhD,Professor,NA,Large,Public,USA,North America,2.34,Ecology and Evolution,male,male,ECR,Non_ECR
287,87,Transgenerational and within?generation plasticity shape thermal performance curves,Grisel Cavieres,Francisco Bozinovic,5,8,61,18,379,0,1,ECR,Post doc,Professor,NA,Large,Private,Chile,South America,2.34,Ecology and Evolution,female,male,ECR,Non_ECR
288,88,Global climate change and invariable photoperiods: A mismatch that jeopardizes animal fitness,William H. Walker II,Russel J. Reiter,4,7,187,22,2355,0,0,ECR,Post doc,Professor,NA,Large,Public,USA,North America,2.34,Ecology and Evolution,male,male,ECR,Non_ECR
289,89,Ancient landscapes of the Namib Desert harbor high levels of genetic variability and deeply divergent lineages for Collembola,Gemma E. Collins,Don A. Cowan,5,4,63,13,516,0,10,ECR,PhD,Professor,NA,Small,Public,New Zealand,Oceania,2.34,Ecology and Evolution,female,male,ECR,Non_ECR
290,90,Mite load predicts the quality of sexual color and locomotor performance in a sexually dichromatic lizard,Richard W. Orton,Lance D. McBrayer,3,2,20,6,132,0,0,ECR,PhD,Professor,NA,Large,Public,USA,North America,2.34,Ecology and Evolution,male,male,ECR,Non_ECR
291,91,The MIAmaxent R package: Variable transformation and model selection for species distribution models,Julien Vollering,Sabrina Mazzoni,3,2,9,5,31,0,0,ECR,PhD,ECR,Researcher,Medium,Public,Norway,Europe,2.34,Ecology and Evolution,male,female,ECR,ECR
292,92,Urbanization and the temporal patterns of social networks and group foraging behaviors,Teri B. Jones,Julie Morand-Ferron,3,6,28,9,72,0,1,ECR,Masters,Professor,NA,Large,Public,Canada,North America,2.34,Ecology and Evolution,female,female,ECR,Non_ECR
293,93,Toward accurate species-level metabarcoding of arthropod communities from the tropical forest canopy ,Thomas J. Creedy,Alfried P. Vogler,3,5,73,13,264,1,2,ECR,Post doc,Professor,NA,NA,NA,NA,NA,2.34,Ecology and Evolution,male,NA,ECR,Non_ECR
294,94,Use of classical bird census transects as spatial replicates for hierarchical modeling of an avian community,Maria V. Jimenez-Franco,Jose F. Calvo,6,10,29,45,163,0,1,ECR,Post doc,Professor,NA,Medium,Public,Spain,Europe,2.34,Ecology and Evolution,female,male,ECR,Non_ECR
295,95,“Balancing” balancing selection? Assortative mating at the major histocompatibility complex despite molecular signatures of balancing selection,Joel W. G. Slade,Elizabeth A. MacDougall-Shackleton,3,3,26,8,61,0,0,ECR,Post doc,Professor,NA,Large,Public,Canada,North America,2.34,Ecology and Evolution,male,female,ECR,Non_ECR
296,96,North?facing slopes and elevation shape asymmetric genetic structure in the range?restricted salamander Plethodon shenandoah,Kevin P. Mulder,Robert C. Fleischer,5,7,67,12,301,0,0,ECR,PhD,Senior Scientist,NA,Large,Public,Portugal,Europe,2.34,Ecology and Evolution,male,male,ECR,Non_ECR
297,97,Migration distance does not predict blood parasitism in a migratory songbird,Marjorie C. Sorensen,Claire N. Spottiswoode,8,7,27,14,109,1,2,ECR,Post doc,Professor,NA,Large,Public,England,Europe,2.34,Ecology and Evolution,female,female,ECR,Non_ECR
298,98,Geographic variation in fitness?related traits of the bladderwrack Fucus vesiculosus along the Baltic Sea?North Sea salinity gradient,Francisco R. Barboza,Martin Wahl,18,7,50,25,362,0,0,ECR,PhD,Professor,NA,NA,NA,NA,NA,2.34,Ecology and Evolution,male,male,ECR,Non_ECR
299,99,Asymmetric introgression between fishes in the Red River basin of Texas is associated with variation in water quality ,V. Alex Sotola,Noland H. Martin,5,4,17,13,36,0,0,ECR,PhD,Professor,NA,Large,Public,USA,North America,2.34,Ecology and Evolution,NA,male,ECR,Non_ECR
300,100,Estimating age-dependent survival when juveniles resemble females: Invasive ring-necked parakeets as an example,Juan Carlos Senar,Ana Sanz-Aguilar,7,42,20,278,81,1,0,Researcher,NA,ECR,Post doc,NA,NA,NA,NA,2.34,Ecology and Evolution,male,female,Non_ECR,ECR
301,1,Ecological character displacement alters the outcome of priority effects during community assembly,JT Stroud,KJ Feeley,4,11,44,61,132,0,2,ECR,Postdoc,Professor,NA,Medium,Private,USA,North America,4.7,Ecology,male,male,ECR,Non_ECR
302,2,Cross?scale dynamics in community and disease ecology: relative timescales shape the community ecology of pathogens,Alexander T. Strauss,Elizabeth T. Borer,4,8,51,14,169,0,1,ECR,Postdoc,Professor,NA,Large,Public,USA,North America,4.7,Ecology,male,female,ECR,Non_ECR
303,3,How (co)evolution alters predator responses to increased mortality: extinction thresholds and hydra effects,Michael H. Cortez,Masato Yamamichi,2,15,14,39,42,6,2,Professor,NA,Professor/Lecturer,NA,Large,Public,USA,North America,4.7,Ecology,male,male,Non_ECR,Non_ECR
304,4,Next-generation serology: integrating cross-sectional and capture-recapture approaches to infer disease dynamics,Amandine Gamble,Thierry Boulinier,5,5,48,11,173,1,1,ECR,PhD,Director of Research/Professor,NA,Large,Public,France,Europe,4.7,Ecology,female,male,ECR,Non_ECR
305,5,Individual and temporal variation in pathogen load predicts long-term impacts of an emerging infectious disease,Konstans Wells,Hamish McCallum,6,27,51,90,239,3,4,Professor,NA,Professor,NA,Large,Public,Wales,Europe,4.7,Ecology,NA,male,Non_ECR,Non_ECR
306,6,Correlative climate niche models predict real and virtual species distributions equally well,Valentin Journé,Xavier Morin,5,1,25,10,76,1,4,ECR,PhD,Researcher,NA,Large,Public,France ,Europe,4.7,Ecology,male,male,ECR,Non_ECR
307,7,Social information drives ecological outcomes among competing species,Mike Gil,Sebastian Schreiber,3,11,33,24,122,1,19,ECR,Postdoc,Professor,NA,Large,Public ,USA,North America,4.7,Ecology,male,male,ECR,Non_ECR
308,8,Difficulties in benchmarking ecological null models: an assessment of current methods,Chai Molina,Lewi Stone,2,3,48,10,204,2,2,ECR,Postdoc,Professor,NA,Small,Private,USA,North America,4.7,Ecology,male,male,ECR,Non_ECR
309,9,"When the ""Selfish herd"" becomes the ""frozen her"": spatial dynamics and population persistence in a colonial seabird",Philip S. McDowall,Heather J. Lynch,2,4,28,8,118,0,0,ECR,PhD,Associate Professor,NA,Large,Public,USA,North America,4.7,Ecology,male,female,ECR,Non_ECR
310,10,Species interactions affect the spread of vector-borne platn pathogens independent of transmission mode,David W. Crowder,Jan Medlock,7,27,24,94,96,3,0,Associate Professor,NA,Associate Professor,NA,Large,Public,USA,North America,4.7,Ecology,male,female,Non_ECR,Non_ECR
311,11,An experimental test of how parasites of predators can influence trophic cascades and ecosystem functioning,Jaime M. Anaya-Rojas,Blake Matthews,8,8,31,16,72,0,3,ECR,Postdoctoral scholar,Researcher (Junior Group Leader),NA,Large,Public,USA,North America,4.7,Ecology,male,male,ECR,Non_ECR
312,12,"Effects of nutrient supply, herbivory, and host community on fungal endophyte diversity",Eric W. Seabloom,Elizabeth T. Borer,8,62,51,226,169,1,1,Professor,NA,Professor,NA,Large,Public,USA,North America,4.7,Ecology,male,female,Non_ECR,Non_ECR
313,13,Seasonal windows of oppurtunity in milkweed-monarch interactions,Louie H. Yang,Meredith L.Cenzer,2,28,4,66,10,2,2,Associate Professor,NA,ECR,Pathways to Independence Instructor of Ecology and Evolution,Large,Public,USA,North America,4.7,Ecology,male,female,Non_ECR,ECR
314,14,Successional dynamics of nitrogen fixation and forest growth in regenerating Costa Rican rainforests,Benton N.Taylor,Duncan N.L. Menge,3,11,24,19,55,0,1,ECR,Postdoc,Associate Professor,NA,NA,NA,USA,North America,4.7,Ecology,male,male,ECR,Non_ECR
315,15,A new model explaining the origin of different topologies in ineraction networks,Rafael BP Pinheiro,Marco AR Mello,4,20,26,158,80,3,2,Professor,NA,Professor,NA,Large,Public,Brazil,South America,4.7,Ecology,male,male,Non_ECR,Non_ECR
316,16,Intraguild predation enables coexistence of competing phytoplankton in well-mixed water column,Holly V. Moeller,Matthew D. Johnson,3,12,21,25,38,0,0,ECR,Postdoc,Researcher,NA,NA,NA,USA,North America,4.7,Ecology,female,male,ECR,Non_ECR
